name,issns,active,withdrawn_date,withdrawal_reason
Dama Academic Scholarly Journal of Researchers,2343-6743,true,,
DELSU Journal of Niger Delta Studies,3115-6037;3115-6045,true,,
Dentiscope,2488-8915;1119-8915,true,,
Derna University Journal of Humanities and Social Sciences,2959-6483;2959-6475,true,,
Direct Research Journal of Agriculture and Food Science,2354-4147,true,,
Direct Research Journal of Biology and Biotechnology,2734-2158,true,,
Direct Research Journal of Engineering and Information Technology,2354-4155,true,,
Direct Research Journal of Health and Pharmacology,2449-0814,true,,
Direct Research Journal of Management and Strategic Studies,2787-009X,true,,
DOKITA,1116-0020;0046-0508,true,,
Drumspeak: International Journal of Research in the Humanities,2821-8981;0855-9945,true,,
East African Journal of Education and Social Sciences,2714-2132;2714-2183,true,,
East African Journal of Management and Business Studies,2799-2276,true,,
East African Journal of Management and Business Studies,2799-2276,true,,
East African Medical Journal,0012-835X,true,,
Egyptian Journal of Medical Human Genetics,1110-8630,true,,
Egyptian Journal of Pediatric Allergy and Immunology (The),2314-8934;1687-1642,true,,
Egyptian Journal of Plant Protection Research Institute,2636-3526;2356-9832,true,,
English in Africa,2071-7474;0376-8902,true,,
Environmental Technology and Science Journal,2705-3636;2006-0459,true,,
ESARBICA Journal: Journal of the Eastern and Southern Africa Regional Branch of the International Council on Archives,0376-4753,true,,
Ethiopian Journal of Animal Production,3005-2645;1607-3835,true,,
Ethiopian Journal of Biological Sciences,1819-8678,true,,
Ethiopian Journal of Education,2523-0980;0425-4414,true,,
Ethiopian Journal of Education and Sciences,1998-8907,true,,
Ethiopian Journal of Environmental Studies and Management,1998-0507,true,,
Ethiopian Journal of Health Development,1021-6790,true,,
Ethiopian Journal of Pediatrics and Child Health,2519-0334;2413-2640,true,,
Ethiopian Journal of Science and Sustainable Development,2663-3205;1998-0531,true,,
Ethiopian Journal of Social Sciences,3008-1041;2518-4563,true,,
Ethiopian Pharmaceutical Journal,1029-5933,true,,
Evidence-Based Nursing Research,2636-400X;2636-3992,true,,
Federal Polytechnic Ilaro Journal of Pure and Applied Sciences,2714-2531,true,,
Federal University Dutsin-Ma Journal of Agriculture and Agricultural Technology,2465-6992;2504-9496,true,,
FUNAI Journal of Science and Technology,2630-6921;2504-9534,true,,
FUNAI Journal of Science and Technology,2630-6921;2504-9534,true,,
Ghana Journal of Agricultural Science,0855-0042,true,,
Ghana Journal of Higher Education,3057-3556;2343-6948,true,,
Ghana Journal of Religion and Theology,2616-1591;0855-7942,true,,
Ghana Journal of Science,0855-1448;0016-9544,true,,
Ghana Library Journal,0855-3033,true,,
Ghana Medical Journal,0016-9560,true,,
Ghanaian Journal of Animal Science,0855-7349,true,,
Global Journal of Agricultural Sciences,2992-4499;1596-2903,true,,
"Global Journal of Applied, Management and Social Science",2276-9013,true,,
Global Journal of Educational Research,2992-4480;1596-6224,true,,
Global Journal of Geological Sciences,2992-4502;1596-6798,true,,
Global Journal of Pure and Applied Sciences,2992-4464;1118-0579,true,,
Global Journal of Social Sciences,2992-4472;1596-6216,true,,
Gusau International Journal of Management and Social Sciences,2735-9026;2787-0383,true,,
Haramaya Law Review,2305-3739;2227-2178,true,,
Horn of Africa Journal of Business and Economics,2617-0086;2617-0078,true,,
HTS Teologiese Studies / Theological Studies,2072-8050;0259-9422,true,,
In Translation / في الترجمة,2602-6902;2353-0073,true,,
Indo-Pacific Journal of Phenomenology,1445-7377;2079-7222,true,,
Information Technologist (The),2805-3478;1597-4316,true,,
Inkanyiso: Journal of Humanities and Social Sciences,2077-8317;2077-2815,true,,
Innovative Solutions Engineering: A Journal of the Nigerian Academy of Engineering,2734-2972;2636-5197,true,,
International Diplomatic Review Journal,2773-658X,true,,
"International Journal of Arts, Languages, Linguistics and Literary Studies",2636-7149,true,,
International Journal of Biological and Chemical Sciences,1997-342X;1991-8631,true,,
International Journal of Current Research in the Humanities,2773-837X,true,,
"International Journal of Information Security, Privacy and Digital Forensics",2636-6134,true,,
International Journal of Migration and Global Studies,2992-3786;2782-7534,true,,
"International Journal of Pedagogy, Policy and ICT in Education",2026-6081,true,,
Internet Journal of Medical Update - EJOURNAL,1694-0423,true,,
Italian Studies in Southern Africa/Studi d'Italianistica nell'Africa Australe,2225-7039;1012-2338,true,,
Jarida la Mnyampala,2683-6440;2683-6432,true,,
Jarida la Mwanga wa Lugha,2709-8419;2412-6993,true,,
Journal for the Study of Religion,2413-3027;1011-7601,true,,
Journal of Academic Finance,1923-2993,true,,
Journal of Adult Education in Tanzania,2738-9243;2961-6271,true,,
Journal of Agriculture and Agronomy,2958-1044,true,,
Journal of Applied Biosciences,1997-5902,true,,
Journal of Applied Science and Technology,0855-2215,true,,
Journal of Banking,2736-1772;1597-2569,true,,
Journal of Basic and Clinical Reproductive Sciences,2278-960X;2320-2041,true,,
Journal of Basics and Applied Sciences Research,1597-9962;3026-9091,true,,
Journal of Child and Adolescent Mental Health,1728-0591;1728-0583,true,,
Journal of Clinical Care and Medical Advancement,3006-5526,true,,
Journal of Consumer Sciences,3078-4050,true,,
Journal of Dietitians Association of Nigeria,2635-3326;2141-8209,true,,
"Journal of Endocrinology, Metabolism and Diabetes of South Africa",2220-1009;1608-9677,true,,
Journal of Environmental Education Research and Sustainable Development,3078-2112,true,,
Journal of Fundamental and Applied Sciences,1112-9867,true,,
Journal of Geographical Association of Tanzania,2773-6571;0016-738X,true,,
"Journal of Health, Applied Sciences, and Management",2756-5343,true,,
Journal of Management and Policy Issues in Education,2773-6695;2773-6687,true,,
Journal of Medicine in Africa,2756-357X;2635-3032,true,,
"Journal of Nutrition and Dietetics, Nairobi",2415-5195,true,,
Journal of Obstetrics and Gynaecology of Eastern and Central Africa,1012-8867,true,,
Journal of Pharmacy & Bioresources,0189-8442,true,,
Journal of Physical and Applied Sciences,2958-1060,true,,
Journal of Policy and Development Studies (Editon),2958-1141,true,,
Journal of Policy and Leadership,2619-8940;1821-8318,true,,
Journal of Psychology and Allied Disciplines,2992-5258;2992-524X,true,,
Journal of Public Sector Management,3088-5086;0856-8154,true,,
Journal of Research Innovation and Implications in Education,2520-7504;2663-6514,true,,
Journal of Solar Energy and Sustainable Development,2414-6013;2411-9636,true,,
Journal of the Chemical Society of Nigeria,2734-2441;0795-2066,true,,
Journal of the Musical Arts in Africa,2070-626X;1812-1004,true,,
Journal of the South African Society of Archivists,1012-2796,true,,
Journal of Underutilized Legumes,2705-3776,true,,
Journal of Water Science and Environment Technologies,2508-9250,true,,
Kabarak Law Review,2790-3877;2790-3869,true,,
Kaduna State University Environmental Sciences Journal,3156-2914;2734-2751,true,,
Kashere Journal of Education,2756-6013;2756-6021,true,,
KCA Journal of Business Management,2071-2162;2072-7992,true,,
"Kert Journal of Legal, Religious, and Educational Studies",3085-492X,true,,
Lapai Journal of Economics,2659-0271;2659-028X,true,,
Le Carrefour Congolais,2666-6782;2665-9875,true,,
les cahiers du cread,1012-0009;2437-0568,true,,
Les Cahiers du MECAS,2600-6294,true,,
Libyan Journal of Ecological & Environmental Sciences and Technology,2710-5237;2710-5229,true,,
Libyan Journal of Medical and Applied Sciences,3006-1113,true,,
Libyan Journal of Medicine,1819-6357;1993-2820,true,,
Madagascar Conservation & Development,1662-2510,true,,
Makerere Journal of Higher Education,1816-6822;2707-6113,true,,
Malam: A Journal of Arabic Studies,2695-2343,true,,
Microbes and Infectious Diseases,2682-4140;2682-4132,true,,
Moshood Abiola Polytechnic Journal of Women in Technical Education & Employment,1119-4227,true,,
New Agenda: South African Journal of Social and Economic Policy,1607-2820,true,,
Nigeria and the Classics: Ibadan Journal of the Classics and Multidisciplinary Studies,1118-1990,true,,
Nigeria and the Classics: Ibadan Journal of the Classics and Multidisciplinary Studies,1118-1990,true,,
Nigeria Theatre Journal,2971-6748;0189-9562,true,,
Nigerian Health Journal,2992-345X;0189-9287,true,,
Nigerian Journal of Botany,1115-7569;0795-0128,true,,
Nigerian Journal of Chemical Research,1119-0221,true,,
Nigerian Journal of Christian Studies,2805-3710;2636-6126,true,,
Nigerian Journal of Clinical Practice,2229-7731;1119-3077,true,,
Nigerian Journal of Communication,2756-3464;1596-356X,true,,
Nigerian Journal of Dental Research,2714-4089;2636-4956,true,,
Nigerian Journal of Guidance and Counselling,0794-0831,true,,
Nigerian Journal of Hydrological Sciences,2315-6686,true,,
Nigerian Journal of Ophthalmology,2468-8363;0189-9171,true,,
Nigerian Journal of Parasitology,1117-4145,true,,
Nigerian Journal of Periodontal Research,2955-1374;2795-2622,true,,
Nigerian Journal of Pharmaceutical Research,2635-3555;0189-8434,true,,
Nigerian Journal of Physiological Sciences,0794-859X,true,,
Nigerian Journal of Social Psychology,2682-6151;2682-6143,true,,
Nigerian Journal of Surgery,1117-6806;2278-7100,true,,
Nigerian Medical Journal,2229-774X;0300-1652,true,,
Nigerian National Human Rights Commission Journal,1595-6334;2276-8599,true,,
"NJINGA e SEPÉ: Revista Internacional de Culturas, Línguas Africanas e Brasileiras",2764-1244,true,,
Open Veterinary Journal,2218-6050;2226-4485,true,,
Orapuh Journal,2644-3740,true,,
Orient Journal of Medicine,3027-2890;1115-0521,true,,
Orient Journal of Surgical Sciences,2971-625X;2734-3138,true,,
Oromia Law Journal,2304-8239,true,,
Ostrich: Journal of African Ornithology,1727-947X;0030-6525,true,,
Pan-African Journal of Business Management,1821-9993;1821-9985,true,,
Papers in Education and Development,2665-0746;0856-4027,true,,
Parcours et Initiatives: Revue Interdisciplinaire du Graben,3008-122X;3008-1211,true,,
Pest Management Journal of Ethiopia,2958-941X;1028-0308,true,,
Port Harcourt Medical Journal,0795-3038,true,,
Quaestiones Mathematicae,1727-933X;1607-3606,true,,
Revue Africaine d’Environnement et d’Agriculture,2708-5422;2708-7743,true,,
Revue Africaine de Chirurgie et Spécialités,1997-3756,true,,
Revue de l’Environnement et de la Biodiversité-Programme d’Appui Stratégique à la Recherche Scientifique (REB-PASRES),2520-3037,true,,
Revue Echanges,2310-3329,true,,
"Rwanda Journal of Social Sciences, Humanities and Business",2708-7603;2708-759X,true,,
Rwanda Law Journal,2788-435X;2618-1525,true,,
Rwanda Medical Journal,2410-8626,true,,
Rwandan Journal of Education,2312-9239,true,,
Sahel Journal of Veterinary Sciences,3122-0487;2756-6803,true,,
Science and Dvelopment,2821-9007;2550-3421,true,,
Scopus: Journal of East African Ornithology,2313-1799;0250-4162,true,,
Sierra Leone Journal of Biomedical Research,2076-6270,true,,
SINET: Ethiopian Journal of Science,2520-7997;0379-2897,true,,
Sokoto Journal of Veterinary Sciences,2315-6201;1595-093X,true,,
South African Actuarial Journal,1680-2179,true,,
South African Crime Quarterly,2413-3108;1991-3877,true,,
South African Family Practice,2078-6204;2078-6190,true,,
"South African Journal for Research in Sport, Physical Education and Recreation",2960-2386;0379-9069,true,,
South African Journal of African Languages,2305-1159;0257-2117,true,,
South African Journal of Agricultural Extension,2413-3221;0301-603X,true,,
South African Journal of Animal Science,2221-4062;0375-1589,true,,
South African Journal of Bioethics and Law,1999-7639,true,,
South African Journal of Child Health,1999-7671;1994-3032,true,,
South African Journal of Geomatics,2225-8531,true,,
South African Journal of Obstetrics and Gynaecology,2305-8862;0038-2329,true,,
South African Music Studies,2223-635X,true,,
South Sudan Medical Journal,2309-4613;2309-4605,true,,
Southern African Business Review,1998-8125;1561-896X,true,,
Southern African Journal of Anaesthesia and Analgesia,2220-1173;2220-1181,true,,
Southern African Linguistics and Applied Language Studies,1727-9461;1607-3614,true,,
Southern Forests: a Journal of Forest Science,2070-2639;2070-2620,true,,
Stellenbosch Papers in Linguistics,2223-9936;1027-3417,true,,
Stellenbosch Papers in Linguistics Plus,2224-3380,true,,
Studies in Technical Teacher Education,1116-5928;1118-0366,true,,
Sudan Journal of Medical Sciences,1858-5051,true,,
Tanzania Journal of Agricultural Sciences,0856-664X,true,,
Tanzania Journal of Engineering and Technology,1821-536X;2619-8789,true,,
Tanzania Journal of Health Research,1821-9241;1821-6404,true,,
Tanzania Journal of Science,2507-7961;0856-1761,true,,
Tanzania Journal of Sociology,2591-6963;1821-9632,true,,
Tanzanian Economic Review,2507-7740,true,,
Tanzanian Journal of Population Studies and Development,0856-0227;2961-628X,true,,
The Catholic Voyage: African Journal of Consecrated Life,2659-0301,true,,
The CRAB: Journal of Theatre and Media Arts,2006-0157,true,,
The Journal of Anatomical Sciences,3115-6576;2408-557X,true,,
Tropical Journal of Obstetrics and Gynaecology,0189-5117,true,,
Tropical Journal of Pharmaceutical Research,1596-9827;1596-5996,true,,
Tunisian Journal of Plant Protection,2490-4368;1737-5436,true,,
Tydskrif vir letterkunde,2309-9070;0041-476X,true,,
UDS International Journal of Development,2026-5336,true,,
ULK Scientific Journal,2308-5843,true,,
Uniosun Journal of Agriculture and Renewable Resources,2814-046X;2672-5967,true,,
UONGOZI journal of Management and Development Dynamics,2619-8665;0856-1435,true,,
Yobe Medical Journal,3092-9067;1596-0064,true,,
Zagazig University Medical Journal,2357-0717;1110-1431,true,,
Zagazig Veterinary Journal,2357-075X;1110-1458,true,,
Zede Journal,0514-6216,true,,
Zimbabwe Journal of Educational Research,1013-3445,true,,
Zimbabwe Journal of Health Sciences,2791-0148,true,,
Zoologist (The),2992-4030;1596-972X,true,,
Asian Journal of Medical and Biological Research,2411-4472;2412-5571,true,,
Bangabandhu Sheikh Mujib Medical University Journal,2074-2908;2224-7750,true,,
Bangladesh Agronomy Journal,1013-1922;2412-5830,true,,
Bangladesh Journal of Neurosurgery,2411-6637;2664-7915,true,,
Bangladesh Journal of Nuclear Medicine,1562-3831,true,,
Bangladesh Journal of Physics,1816-1081,true,,
Bangladesh Medical Research Council Bulletin,0377-9238;2224-7238,true,,
IMC Journal of Medical Science,2519-1721;2519-1586,true,,
Jahangirnagar University Journal of Biological Sciences,2306-0263,true,,
Journal of Bio-Science,1023-8654;2408-8595,true,,
Journal of Biodiversity Conservation and Bioresource Management,2412-2416,true,,
Journal of Scientific Research,2070-0237;2070-0245,true,,
SAARC Journal of Agriculture,1682-8348;2312-8038,true,,
Ceiba,0008-8692;2225-6687,true,,
"Ciencia, Cultura y Sociedad",2709-2585;2709-2593,true,,
Crea Ciencia Revista Científica,1818-202X;1997-0188,true,,
Economía y Administración (E&A),2219-6722;2222-2707,true,,
Entorno,2071-8748;2218-3345,true,,
Portal de la Ciencia,2223-3059;2959-1740,true,,
Raíces – Revista Nicaragüense de Antropología,2520-9736,true,,
Realidad Empresarial,2789-2689;2415-5721,true,,
Realidad y Reflexión,1992-6510;2520-9299,true,,
Realidad: Revista de Ciencias Sociales y Humanidades,1991-3516;2520-0526,true,,
REICE: Revista Electrónica de Investigación en Ciencias Económicas,2308-782X,true,,
Revista Ciencia y Tecnología,1995-9613;2960-0340,true,,
Revista Científica de FAREM-Estelí,3006-6700,true,,
Revista de Derecho,1993-4505;2409-1685,true,,
Revista Humanismo y Cambio Social,2309-6713;2412-2572,true,,
Revista Universitaria del Caribe,2311-5807;2311-7346,true,,
Mongolian Journal of Agricultural Sciences,2310-6212;2524-0722,true,,
Annals of Clinical Chemistry and Laboratory Medicine,2382-5081;2392-4446,true,,
Bulletin of the Department of Geology,1996-3491,true,,
Contemporary Research: An Interdisciplinary Academic Journal,2717-4611;2717-462X,true,,
Dhaulagiri Journal of Sociology and Anthropology,1994-2664;1994-2672,true,,
"Forestry: Journal of Institute of Forestry, Nepal",2631-2425,true,,
Health Prospect,2091-2021;2091-203X,true,,
"Hydro Nepal: Journal of Water, Energy and Environment",1998-5452;2392-4101,true,,
International Research Journal of Management Science,2542-2510;2717-4867,true,,
Janaki Medical College Journal of Medical Science,2091-2242;2091-2358,true,,
Journal of BP Koirala Institute of Health Sciences,2616-0323;2616-0390,true,,
Journal of Chitwan Medical College,2091-2412;2091-2889,true,,
Journal of Diabetes and Endocrinology Association of Nepal,2594-3367;2631-2107,true,,
Journal of Gandaki Medical College-Nepal,2070-4240;2070-4259,true,,
Journal of Institute of Medicine Nepal,1993-2979;1993-2987,true,,
Journal of International Affairs,2631-2158,true,,
Journal of Kathmandu Medical College,2091-1785;2091-1793,true,,
Journal of NELTA Gandaki,2676-1041;2822-1559,true,,
Journal of Nepalese Prosthodontic Society,2616-0013;2616-0021,true,,
Journal of Nepalese Society of Critical Care Medicine,2976-1212;2976-1220,true,,
Journal of Nepalese Society of Periodontology and Oral Implantology,2542-2863;2565-4845,true,,
Journal of Pathology of Nepal,2091-0797;2091-0908,true,,
Journal of the Plant Protection Society,2091-0827,true,,
Journal of Tourism & Adventure,2645-8683,true,,
Journal of Training and Development,2392-456X;2392-4578,true,,
"Journal on Geoinformatics, Nepal",2717-5022,true,,
Molung Educational Frontier,2542-2596;2990-7640,true,,
Nepal Journal of Multidisciplinary Research,2645-8470;2705-4691,true,,
Nepal Journal of Neuroscience,1813-1948;1813-1956,true,,
Orthodontic Journal of Nepal,2091-1327;2091-1335,true,,
SCHOLARS: Journal of Arts & Humanities,2773-7829;2773-7837,true,,
The Geographic Base,2705-4616;2705-4624,true,,
Tribhuvan University Journal of Microbiology,2382-5499;2661-6076,true,,
"Bhumi, The Planning Research Journal",2012-5720,true,,
Ceylon Journal of Otolaryngology,2579-2040;2012-855X,true,,
Cities People Places : An International Journal on Urban Environments,2448-9247,true,,
Galle Medical Journal,1391-7072,true,,
Jaffna Medical Journal,2651-0200;0379-3877,true,,
Journal of Diagnostic Pathology,1391-6319,true,,
Journal of Management,1391-8230,true,,
Journal of Science,2602-9030;1391-586X,true,,
Journal of Science of the University of Kelaniya Sri Lanka,2513-2180;1391-9210,true,,
Journal of Social Sciences and Humanities Review,2279-3933,true,,
Journal of the Geological Society of Sri Lanka,2719-2326;1391-3786,true,,
Journal of the Ruhunu Clinical Society,1391-1244,true,,
Journal of the University Librarians Association of Sri Lanka,2579-2253;1391-4081,true,,
Journal of the University of Ruhuna,2659-2053;2345-9387,true,,
Medico-Legal Journal of Sri Lanka,2012-5887;2012-8231,true,,
OUSL Journal,2550-2816;1800-3621,true,,
Pharmaceutical Journal of Sri Lanka,2449-0113,true,,
Sri Lanka Anatomy Journal,2550-2832,true,,
Sri Lanka Journal of Diabetes Endocrinology and Metabolism,2012-998X,true,,
Sri Lanka Journal of Obstetrics and Gynaecology,2279-1655;1391-7536,true,,
Sri Lanka Journal of Radiology,2424-6336,true,,
Sri Lanka Journal of Social Sciences,2478-1169;0258-9710,true,,
Sri Lanka Journal of Urology,1391-6343,true,,
Sri Lanka Veterinary Journal,2279-2090;2279-2074,true,,
Sri Lankan Journal of Physics,2478-1193;1391-5800,true,,
